Subcategory,Audio Name,Questions,Concerns,Emotions,Preferences
Amenities,4350091c8e9352103dc6f7106d22177l.mp3,"['What is the pricing for the different sizes of apartments?', 'What size apartment are you looking for?', 'Are there any amenities or reductions in pricing for Spectra?', 'Why is the interest reimbursement at 90% and not 100%?', 'Will there be any amenity charges?']","['Details about amenity charges', 'Apartment size and pricing details', 'Amenities or benefits for Spectra pricing', 'Pre-booking or pre-launch offer details']","['Determination to understand pricing and amenities', 'Confusion about amenity charges and upfront payment benefits', 'Interest in apartment sizes and pricing', 'Anticipation for further details and discussions', 'Curiosity about project details and location']","['Interested in understanding project location and details', 'Prefers clarity on pricing negotiability and Spectra amenities', 'Prefers clarity on apartment sizes and pricing', 'Wants to know about amenity charges and upfront payment benefits']"
Amenities,1685702837.1134282.mp3,['Which facings flats are available in your plan?'],"['Customer inquired about the delivery period of the property', 'Customer asked about the facings of the available flats']","['Customer appears interested in the property details and pricing', 'Customer shows consideration by asking about negotiable prices and available amenities']",['Customer is interested in knowing about the delivery period and construction progress of the property']
Amenities,42dc1cbd9e8e086377354db3d6ad17cf.mp3,"['Are the flats furnished or unfurnished?', 'Which floors are available above the 10th floor?', 'Are amenities a one-time payment or yearly?', 'Is the price inclusive of GST, amenity prices, car parking, corporate fund, and maintenance?']","['Concern about the payment structure for amenities', 'Concern about the payment plan and installment details', 'Concern about the No Pre-MI Offer and its terms', 'Concern about the overall pricing and additional costs']","['Curious and inquisitive about the details of the property', 'Satisfied with the responses and information provided', 'Seeking clarification on various aspects of the property', 'Keen on getting a clear picture of the amenities and their costs', 'Interested in the investment aspect of the property']",['Preference for one-time payment for amenities']
Amenities,d7601ec5e0bc3f5b9a073e60df57179d.mp3,"['Can loans be obtained from other banks as well?', 'What are the sizes of the apartments available in the projects?']",,,['Preference for apartments nearby']
Amenities,96d385e8301a865e65668e44017517cr.mp3,"['Are there any corner flats available?', 'Currently, on which floor is the apartment available?', 'Total how many floors does the building have?']",,,"['The customer seems interested in specific square feet areas like 1980, 2210, and 2220.']"
Amenities,1679220825.3364070.mp3,['Do you have any other properties besides ASB?'],"['Concern about property prices and sizes', 'Concern about the readiness of the property (ready to move or under construction)']",['The customer seems eager and curious about the property details and pricing'],"['Preference for a property with good road access and infrastructure', 'Interest in specific property sizes and amenities']"
Amenities,42b21b75e1caa7a50fc7c7c77242179e.mp3,"['What kind of requirements do you have for the flat?', 'How much is the total cost including amenities, is it close to 1.90 or 9?']",,['There is a sense of eagerness and curiosity in exploring different options and details about the project.'],"['Preference for transparent communication and clear details regarding the project.', 'Interest in exploring different locations and amenities before making a decision.']"
Amenities,1683185024.2336428.mp3,"['How many more floors are available?', 'How much does this information cost and what are the charges?']","['Road construction and positioning.', 'Construction progress and completion timeline.', 'Land acquisition and boundary issues.']","['Interest in the details of the property and surrounding developments.', 'Confusion regarding land acquisition and construction progress.']",['Preference for detailed information on construction status and available floors.']
Amenities,bc66a9a766444ea89237084f30861791.mp3,"['What is the status of the apartment?', 'Can you send me the available flats in both West Side 1817 towers?']","['Concern about the apartment availability and decision-making', 'Concern about the suggestion for selecting the right apartment tower']","['The customer expresses curiosity and eagerness in seeking more information and details about the apartment.', 'The customer shows a level of excitement and anticipation towards the decision-making process for selecting the apartment.']","['Interest in West-facing apartment with good ventilation and balcony view', 'Interest in receiving suggestions for selecting the right apartment tower']"
Amenities,54815578debf2aa17153ca4e0a8f17b3.mp3,"['What is the UDS (Undivided Share) of the apartment?', 'How many apartments are available?']","['Concern about the location and connectivity of the apartment.', 'Concern about the size and features of the bedrooms.']","[""There is a sense of curiosity and interest in the customer's tone while discussing the amenities and offers provided."", 'The customer might be considering the financial aspects and value proposition of the apartment based on the pricing details discussed.']","['The customer shows interest in the features and sizes of the bedrooms available in the apartment options.', 'Preference for a project with early handover and additional offers like pre EMI schemes.', 'The customer may prefer apartments with specific sizes and balcony features as per the details provided.', 'The customer seems to prefer apartments with good connectivity and amenities in the financial district.']"
Amenities,1687081375.596328.mp3,"['Are the upcoming towers also of the same sizes?', 'Is there any availability in the size range of 2800-2900 square feet?', 'Compared to upgrade, which option offers more balconies and space?']","['Concern about the sizes of upcoming towers and availability of different sizes', 'Concern about understanding the loan schemes and monetary aspects thoroughly', 'Concern about the width of the living room and balcony space', 'Concern about the space constraints due to the balcony size']",['Customer expresses preferences for larger balconies and living spaces'],"['Customer prefers larger balconies and spacious living areas', 'Customer prefers to have detailed information and working sheets to comprehend the monetary aspects better']"
Amenities,183e662f79ec8b0b153ca1916ae51797.mp3,['What floor are the flats available to sell?'],"['Clarity on the pricing and additional charges', 'Availability of specific floors for the flats', 'Understanding the payment structure for the property']","['The customer seems interested and engaged in the conversation, asking detailed questions and seeking clarification on various aspects of the property.']",
Amenities,05ffc24e7a9065de437e8804399817c2.mp3,['What are the unit sizes available for the flats?'],['Concern about the pricing and any additional charges for full upfront payment'],,['Expressed interest in the unit sizes available']
Amenities,2506b0f916570da3fae5ac2daf1b1795.mp3,"['When is the position for this property?', 'Can you please send me the cost sheet and availability for each facing apartment?']","['Concern about the cost and offers available for the apartments', 'Concern about the position and deadline for the property']","['There is a sense of urgency and concern about the position and deadlines', 'The customer seems curious and interested in the details about the apartment']","['Interested in knowing the cost sheet and availability of the apartments', 'Prefer clear communication and details regarding the property']"
Amenities,035f8423e56b19725157bf016e0d17a7.mp3,"['Is it a area or under construction project?', ""And what area's available?"", 'Okay, so what is like the cost and whatever area?']","['Available inventory', 'Need to visit the site for inspection']","['Interest in the cost and available area', 'Eagerness to visit the site for inspection', 'Curiosity about the project details and location']",['Preference for specific facing of the flat']
Amenities,1682057553.944967.mp3,"['What is the type of construction and end product look like for Spire and Spectra?', 'Does the quoted price for the apartment in Spectra include GST, registration, and all other costs?']","['Clarifications on additional costs like GST, registration, and negotiation scope', 'Comparison between Spectra and Spire in terms of community, amenities, and pricing', 'Availability of lower floor units in Spectra and high units in Spire', 'Noise, pollution, and construction concerns in the upcoming locations like Kokapet']","['The customer seems attentive and interested in understanding the details of the properties', 'Overall, the customer appears engaged and inquisitive during the conversation', 'Concerns about noise, pollution, and construction activities in the surrounding areas']","['Considering the rental income potential and future value appreciation in the selected location', 'Interest in negotiating the pricing and exploring options for additional features or benefits', 'Preference for a location with developed infrastructure and lesser construction activities', 'Interested in visiting the model flat at Spire to understand the construction quality and end product appearance']"
Amenities,1684902583.462799.mp3,"['Can you also share the availability of floors?', 'Can you share the floor plans of 1900 SFT?']",['Availability of east facing and west facing units'],"['Interested in the floor plans and availability', 'Curious about the property details and offerings', 'Engaged in discussing the features and offers']","['Interested in the availability of different floors', 'Interested in viewing the floor plans', 'Appreciative of the information provided and wishes a great day']"
Amenities,1687011856.505256.mp3,['Where is the property located?'],,['Curious about the location and details of the project'],"['Interested in a 1700 SQF property', 'Prefers outdoor living concept', 'Interested in knowing the details and elevation of the project']"
Amenities,0db5ec5ba188d59ea5d0c2e4765417b6.mp3,"['When is the due date for the property?', 'Is the pricing for the property fixed or negotiable?', 'When will be the possession date of the property?']","['Seeking information about the property', 'Clarification on pricing and negotiation terms']",['Curious and inquiring about property details'],
Amenities,ce535a0362e46630c0a3a392db5d17c1.mp3,"['Is there a specific rate for different floors in the building?', 'Are the balconies as big as a room?', 'Is there any model flat available for viewing?']","['Clarification on pricing based on different floors in the building', 'Confusion about the details of the offer and interest payment', 'Availability of model flat for viewing']",,"['Preference for clarity on pricing based on different floors in the building', 'Interest in understanding the details of the offer and interest payment']"
Amenities,1681452342.778856.mp3,"['Is this the price for any floor of a building?', 'How many floors are there?']",['Location proximity concerns'],,"['Inquiry about nearby locations and amenities', 'Preference for high-rise gated communities']"
Amenities,1681191141.210732.mp3,"['Do you have the same floor plan as the one with the larger balcony sit out area?', 'Do you have flats available where the balcony faces east?', ""Would we have such options here as well where they didn't charge anything for the floor rise and other things?"", 'Did u receive any brochure details at location of our property?']","['Customer is interested in properties located in Jyotsi Bali', 'Customer is looking for a property where no other buildings will come up nearby for at least 10 years']","['Customer seems interested and engaged in the conversation, asking detailed questions about the property', 'Customer expresses a preference for properties with specific features like a larger balcony sit out area and an east-facing balcony', 'Customer shows a level of caution and skepticism towards additional charges that may increase the final price', 'Customer appears satisfied with the information provided about the construction progress and pricing details']","['Customer prefers properties with specific features like a larger balcony sit out area and an east-facing balcony', 'Customer prefers a property where the view will not be blocked by other buildings for at least 10 years', 'Customer prefers to have a clear understanding of the final price without any misleading information due to additional charges like GST']"
Amenities,1683709547.662506.mp3,"['Do we have any extra charges for the floor wise?', 'Do we have any modern flat available?']","['Enquiring about the availability of modern flats', 'Query about the location of the building']","['Curious and inquisitive tone while asking about the building details and charges', 'Interest and concern about the modern flat availability']",
Amenities,9b2e91aba1abd6cb54dce2d0a8e5179a.mp3,"['What is on the right and left sides of Tower A?', 'Is it a high-rise building?', 'What is the total number of floors in the building?', 'Do you have any units available on the 45th floor?', 'Where is your office and the center located in this Sheraton hotel?']","['Confusion regarding the availability of specific unit numbers on different floors.', 'Uncertainty about the surroundings and future developments near the property.']","['Concern and caution regarding the location and future developments near the property.', 'Curiosity and interest in understanding the layout and surroundings of the building.']",['Preference for high-rise buildings and desire to know more about the surroundings.']
Amenities,9b06d1e254f1afaafe9348e1102117a6.mp3,"['Are there two beds and three bedrooms available?', 'Can we buy a double bed or triple bedroom apartment?']","['Request for more information on the project and model flat', 'Concern about the completion timeline and construction progress']","['Curiosity to know more details about the apartment project', 'Interested in exploring the model flat and project location']","['Desire to see the model flat and other available options', 'Interest in buying a double bed or triple bedroom apartment']"
Amenities,dc4c6da7e6b4ffb11d24ac9b273217ab.mp3,['What about online sales for square feet?'],,,['The customer prefers to have all the amenities included in the total cost of the property.']
Amenities,6fef95140032e4c8e68d70cb82b717b5.mp3,"['Could you please send me both of your floor plans and price sheet?', 'Are you looking for something on a lower floor or a higher floor?']",,,['The customer is interested in receiving detailed floor plans and pricing information before making a decision']
Amenities,f85edfc60598cc9fbee814cfd47017am.mp3,['Is there any extension of the two towers at the site location?'],"['Uncertainty about the reputation and awareness of the builder', 'Need for clarification on the size of the flat and quality of construction']","['Interest in understanding the reputation of the builder and the quality of construction', 'Enthusiasm about the site location and the potential purchase']","['Interest in flats with good views or facing roads', 'Preference for larger sizes and good quality construction in the flat']"
Amenities,1682323064.107231.mp3,['Is there room for negotiation on the pricing of the property?'],"['Comparison of pricing with other properties like Vasavi Atlantis', 'Concern about the location and aspects of the property']","['The customer expresses excitement about the outdoor living features of the property', 'The customer seems eager and interested in discussing the property details and pricing', 'The customer appears concerned about the pricing and negotiation aspects']","['Interest in comparing pricing and features with other properties like Vasavi Atlantis', 'Preference for discussing details and having a meeting on the 10th floor at the Sheraton office', 'Preference for a property with outdoor living features']"
Amenities,1b13004e84b673b4a38ebbd3bca417ai.mp3,['What are the things included and excluded in the project?'],"['Customer seems concerned about the location of the project and its availability of flats on specific levels.', 'Customer expresses concern about the schedule and timing of the virtual meeting with the site manager.']","['Customer expresses gratitude and positivity towards the end of the conversation, indicating a pleasant interaction overall.']",
Amenities,1685685924.1020252.mp3,"['How much is the cost of 3rd floor and 2nd floor with a carpet area?', 'Can you guide me about the investment being better or the land?']",['Concern about rejecting more loans and its negative impact'],,['Interest in knowing the cost of the floors in the apartment']
Amenities,1684134893.70736.mp3,['What kind of offers are available?'],"['Concern about the location of the property', 'Clarification on the type of flat being viewed']","['Interest in the pricing and negotiation options', 'Curiosity about the location and amenities']","['Interest in the construction progress and future plans', 'Interest in outdoor living space balconies']"
Amenities,1684488091.980635.mp3,"['How many flats do you have?', 'How much will sir it is a hybrid plant but you can keep as much height and size of your choice?']",,"['Expectation for offers or discounts on the property.', 'Interest in the special features and concepts of the apartments.', 'Concern about the swimming pool facilities and tie-ups with supermarkets.', 'Appreciation and satisfaction towards the information provided by the agent.', 'Curiosity about the location and features of the apartments.']","['Preference for interest reimbursements and loan payment options.', 'Interest in the balcony concept and sizes of rooms.', 'Preference for high floors with sunrise and sunset views.']"
Amenities,c028b350faee862d031c7034067d177d.mp3,['What are other towers?'],"['Availability of lower floors with good views', 'Pre-EMI offers and reimbursement details']","['Confusion about availability and preferences', 'Interest in exploring different tower options']",
Amenities,cdf93d63721abeec2168afd6858d17ci.mp3,['How many floors are there in this complex?'],,['The customer seems curious and interested in the details of the project as they ask about the construction duration and number of floors.'],['The customer prefers to visit the sales office to understand the EMI offer and other details about the project.']
Amenities,328537d41c1429bb3786779befbd178j.mp3,"['Can you send some details like a brochure?', 'What will be the handover date for the property?']",,['The customer seems eager to know more details about the property.'],
Amenities,c3c0c327152a62d6ee4840de9fdb179f.mp3,"['How many floors are there in a tower?', 'How much is the price of this property?', 'Can you share with me the details of Bajat Finance?', 'Can we see the layout on paper?']","['Desire for discounts or negotiation on the property price', 'Concern about the pricing and affordability within budget constraints', 'Lack of clarity on additional charges like flow rise charges', 'Uncertainty about the promised amenities and features']","['Anxiety about the promised amenities and infrastructure', 'Hopeful for better infrastructure and amenities in the future', 'Frustration with the lack of clarity on pricing and benefits', 'Distrust towards the construction timelines and promised developments', 'Confusion regarding pricing structure and affordability']","['Interest in knowing the handover timelines of the properties', 'Interest in the number of floors in the tower for decision-making', 'Preference for assurance on the promised amenities and infrastructure', ""Desire for clear information on the property's location and layout"", 'Interest in getting a discount or better pricing for the property']"
Amenities,1680865155.847365.mp3,"['When we get to the site, can you show me how the structure looks?']",['Parking charges of 1.5 lakhs and car passes'],"['Curious about the total cost and additional charges', 'Confusion regarding the total amount and additional charges']",
Amenities,1685536796.703348.mp3,"['When do you have a real estate deal set as an official date according to RERA?', 'How much does it cost for a 3BHK overall?', 'What is the asking price for the 3BHK property?', 'What is the table price for the property?']",['Concern about the official date for the real estate deal as per RERA'],['The customer sounds curious and inquisitive about the property details'],"['Interest in purchasing a 3BHK property', 'Interest in knowing the pricing details of the property']"
Amenities,1678790823.2692681.mp3,"['What about floorwise?', 'Is there any other construction?']",,"['Curiosity about the construction timeline and process', 'Interest in the location details and connectivity', 'Confusion about pricing and additional charges']","['Preference for transparent maintenance and additional charges disclosure', 'Interest in understanding the construction process and timeline', 'Interest in knowing the location details and connectivity options']"
Amenities,d80baf4fb6d15739c46073df8bcb17cq.mp3,['Can You tell me those detail?'],['Payment details and schedule'],['Interested'],['Interested in location details and construction progress']
Amenities,f222414b3ba5e3e25e54cd1403f517c6.mp3,['Do you have any idea about this project and its details?'],['Miscommunication regarding the project name and details.'],,
Amenities,387314afa11a591b0a3ed072881617cm.mp3,"['What is the total budget for property management?', ""What's your estimate for this size of a house?""]",['Clarification on the house size estimate'],,
Amenities,30f144be412ef07d2d5b86bf4f0817c2.mp3,['Do u think its ok to have such location?'],"['Worried about the durability and safety of the construction', 'Concerned about the size of the apartment not meeting personal requirements']","['Disappointed with the prices and preferences of apartments shown', 'Confused about the location and details of the projects', 'Anxious about the construction quality and longevity of the building']","['Interested in projects with good amenities', 'Concerned about the location and size of the apartment']"
Amenities,7116852fb781885db465a60f0f6c1781.mp3,"['And when is the completion date?', 'So what will be the costing for this 1900 overall?']",,"['The customer appears to be focused on specific details such as pricing, balconies, and completion date.', ""The customer expresses confusion and seeks clarification regarding the project's location and features.""]",
Amenities,eac930245dfa686cd278dc7fccf517a3.mp3,"['Which particular date is suitable for a visit between 16th and 20th of this month?', 'When is a good day and time to book a slot for a visit to the ASBL Spectra project?']",,,['Interest in the details of the project and available unit sizes']
Amenities,23d861525cc3cc4f89e0f53dfef3177k.mp3,['Any interest in this location and project?'],,,
Amenities,6bcaa1d5be01cb86f07590ccb996179r.mp3,"['Is it a good time to talk with you regarding your property?', 'Is the timeline okay with this?']",,,['Interested in the availability and details of the units']
Amenities,fe535da58e2ffdc8dd11fe3d1c211777.mp3,['Is there any other offers going on like pre-EMI kind of?'],,,['Desire to view brochure and floor plans']
Amenities,1681626075.1082396.mp3,"['What about the East and West facing?', 'What is the best price for your project details and pricing?']","['Customer preference and satisfaction with the deal offered.', 'Comparing the project with other builders like Prestige and Beverly Hills.']",,
Amenities,d4624682fcaea9357a80c08d7a1217b2.mp3,['Are they looking at it as financial district?'],['Inquiry about the completion and progress of the construction'],"['The customer appears to be curious and interested in the details about the apartment', 'The customer seems to be inquisitive about financial aspects and income details for reference']",['Mentions preference for a location with car parking amenities']
Amenities,1682753608.1338671.mp3,"['If you have a car with your wife and husband, do they need to go in the same vehicle?']","['Interest rates and reimbursement details', 'Cost details and negotiability', 'Understanding the layout and facilities of ASBL Springs project', 'Comparison with other villa projects in the area', 'Availability of model house for viewing']","[""Gratitude and politeness expressed by the customer with 'Thank You' at the end of the conversation"", 'There is a sense of curiosity and eagerness to learn more about the offerings and pricing']",['Desire for detailed information about the project features and amenities']
Amenities,1680344549.1698565.mp3,"['Customer explicitly asked about the location of the project and the name of the project.', 'Customer inquired about the SFT rate and carpet area of the apartment.']","['Customer showed concern about the additional charges like car parking, infrastructure charges, GST, maintenance, corporate moving charge, and documentation.']",,
Amenities,48563c91ceb70c58e0caed97f46917ad.mp3,['With whom do I need to deposit the money for it and with which bank are they associated?'],,"['The customer seems interested and engaged in the details provided about the apartment', 'The customer appears to be thoughtful and considering various aspects before making a decision']","['Customer expresses interest in visiting the property if everything is satisfactory', 'Customer prefers to have a clear understanding of possession dates and project details before proceeding']"
Amenities,51c101a3e5d6b736215cec21ff4d1797.mp3,['How much money do you take from the M&A and development?'],"['Concern about the payment for M&A and development', 'Concern about the duration of Terrace Floor completion']",['The customer seems curious and engaged in understanding the financial aspects of the property investment.'],"['The customer prefers to receive detailed information and explanations regarding the financial aspects of the property investment.', 'The customer seems interested in maximizing returns and minimizing costs in the property investment.']"
Amenities,ff804bc9cd07fba925a14ea1635817cn.mp3,"['How big is the property in the financial district area?', 'Is the property rate in financial district increasing rapidly?']",,['Curiosity about the property details and offers'],"['Preference for detailed information about the property and its history', 'Interest in understanding the payment terms and flexibility options', 'Preference for properties with flexible payment options and benefits']"
Amenities,1686911050.413833.mp3,['What is the price of HFT at present?'],"['Concern about the number of flats per floor and the reasons for the distribution', 'Concern about the amenities in the Gated Community and surrounding area']",['Excitement about the location and features of the project'],['Preference for detailed information about the water facility and amenities']
Amenities,1684144423.125720.mp3,['What is the difference between Spire and Spectra in terms of available units?'],['Concern about the different sizes and types of units available in Spire and Spectra'],['Curiosity about the different types of units available in the project'],['Interested in exploring the different options available in Spire & Spectra for potential purchase or investment']
Amenities,9e6735de756b236254fb9b05767117c9.mp3,"['If you want the exact location, type asbl last in google maps and get all details.']","['Customer may be concerned about the exact location and details of the property.', 'Customer may have concerns regarding the total number of properties available.']",['The customer seems to be inquisitive and interested in gathering detailed information about the property.'],['The customer seems to prefer detailed explanations and visual representations of the property.']
Amenities,3dcc77858bb5469bf1ad6cb1343d179q.mp3,['What Is The thickness of this flat?'],"['Concern about the financial implications of purchasing a property in Hyderabad while also considering a property in Bangalore.', 'Concern about the availability of flats in Uppal Pocharum and its suitability in terms of location.']",['The customer appears hesitant about the location of the property and its distance from their current residence in Bangalore.'],"['Preference for properties in Bangalore for personal living.', 'Interest in the virtual option for discussing the property details from home.']"
Amenities,1680252308.1524494.mp3,,"['Percentage of greenery and amenities in the project', 'Sizes of the units available']",,"['Interested in outdoor activities and sports facilities', 'Keen on exploring the amenities and greenery in the project']"
Amenities,3020b55d4d5a3ff6d645022a3d2117br.mp3,,"['Budget-friendliness of the chosen size of the property.', 'Understanding mortgage units and cash flow for down payment.', 'Negotiating prices for car parking and amenities.']",['Curiosity: asking about the age of the property and number of floors.'],"['Interest in budget-friendly options for property size.', 'Preference for negotiating prices, especially in terms of car parking and amenities.', 'Desire to understand mortgage units and financial implications for a property purchase.']"
Amenities,a1f69906c0ff06dbbbb6da18fce117a6.mp3,,"['Concern about the pricing and size of the apartment.', 'Query regarding the construction status of the property.']","['The customer seems interested and engaged in the conversation as they ask several questions and seek clarification on various aspects of the property.', 'Overall, the tone of the conversation is polite and inquisitive.']","['Interest in specific sizes of apartments, such as 95 or 80 sq ft.', 'Mention of interest in pre EMI offers and common area facilities.']"
Amenities,cb11def02068f4f2997748d9d5c617aj.mp3,,"['Land acquisition and construction details', 'Details on fees and payments', 'Terms and conditions of the offer']","['Satisfaction with the conversation and information provided', 'Interest in commercial and residential properties']","['Exploring options for commercial and residential properties', 'Interest in EMI offers and loan details', 'Looking for information on property prices and availability']"
Amenities,1680943200.980247.mp3,,['Trouble in understanding the cost and rates of the property'],"['Curious about property in Cochlear area', 'Confusion regarding the cost, rates, and payment structures', 'Interest in understanding the financial aspects and future projections of the property']","['Interested in knowing about the rise in property price at the time of handover', 'Interested in the details of the property cost, rates, and financial terms']"
Amenities,9c96fcfe9347ad9a5f5e44ef11a317b2.mp3,,"['Customer is concerned about the discount deadlines and pricing details.', 'Customer is concerned about the project location and details.', 'Customer wants to know about the parking facilities available.']",,"['Customer is interested in the specifics of the project like floor count, apartment sizes, and pricing details.', 'Customer prefers to have clear information about the project completion date and parking facilities.']"
Amenities,1685862968.1429923.mp3,,"['Sharing of details via email and WhatsApp', 'Location and distance from known landmarks', 'Payment plan details and stages of construction']",['Interested in the payment plan details and construction progress'],['Willing to communicate and receive details via email and WhatsApp']
Amenities,e7424e3198d11727a8822aba096e179g.mp3,,"['Concern about the configuration and availability of units', 'Limited flats available']",,"['Concerned about the availability and configuration of units', 'Interested in understanding the product details']"
Amenities,1684401675.765035.mp3,,"['Looking for a west-facing flat', 'Wanting a plan with a puja room', 'Desire for an open view from the flat', 'Analyzing the carpet area and its impact on health']",['Expresses a desire for specific features and views in the new flat'],"['Considering the view options in tower A and tower B', 'Preference for a plan with a puja room']"
Amenities,b227196f1ef203f0138b2558d8af17cf.mp3,,"['Need complete details about the project', 'Looking for a new apartment, not a previous one']","['Curious and interested in the 3BHK apartments', 'Confused about the location and details of the project', 'Concerned about the size and details of the project']",
Amenities,3c8aa68922c0287de7710ef25a68177k.mp3,,"['Understanding the timelines and details of the new project launching in August.', 'Concerns about the budget bracket and property sizes available.', 'Concerns about the payment schedule and milestones for the property purchase.']","['Excitement about the new project launching in August and its features.', 'Enthusiasm to visit the sales office and discuss property options.', 'Confusion about the payment milestones and schedule for the property purchase.']",
Amenities,1684038828.1385108.mp3,,"['Cost of the project and the pre-EMI offer details', 'Understand the location and surroundings of the project']","['Curiosity about the project location and amenities', 'Satisfaction with the amenities and open spaces']",['Interest in knowing about the project location and amenities']
Amenities,1684474754.899294.mp3,,['Customer was concerned about the project location and amenities provided.'],['Customer appears to be satisfied with the amenities and offers provided by the project.'],
Amenities,d167232a21d31907647f9570b2fe1781.mp3,,['Meeting schedule and arrangements'],"['Satisfaction with meeting arrangements', 'Curiosity about project details and pricing']",
Amenities,f817a69357a8ee72a6c7504c88cc17am.mp3,,['Concern about being ready to move in property by a specific time'],['Customer shows interest and curiosity in knowing details about the apartments and projects'],['Customer prefers ready-to-move-in property']
Amenities,1682584636.869825.mp3,,['Customer is confused about the construction progress and phases of the project.'],"['There is a sense of uncertainty and confusion from the customer regarding certain aspects of the project details.', 'The customer seems interested in specific details like room sizes and facing directions of the flats.']",['The customer is considering the completion timeline and construction progress as part of their preferences.']
Amenities,1682490563.564997.mp3,,['Concern about the price of the property'],['The customer seems curious and interested in the property details'],['Interest in understanding the current price of the property']
Amenities,1685084565.1005771.mp3,,['Customer seems concerned about the pricing details of the apartment and wants to know the accurate price.'],"['The customer seems interested and engaged in the details provided about the project and its amenities.', 'The customer appears satisfied with the information shared about the clubhouse, facilities, and location of the project.']",
Amenities,2eb59febc7943a2436d0c147005d178b.mp3,,,"['Interested in the pricing details and negotiation possibilities', 'Curious about the project locations and details']","['Interest in understanding the project locations and layout details', 'Preference for negotiating prices and charges for the property']"
Amenities,2fa3c88bc54e994f1ff2153348f917cb.mp3,,,['Interest in the loft and project details'],
Amenities,a71f34dd483a8f25d643228789d2179j.mp3,,,['Customer appears satisfied with the information provided'],"['Interest in the location and features of the apartment project', 'Preference for a payment plan with initial down payment and subsequent EMIs']"
Amenities,1686201523.797234.mp3,,,"['Concerned about the high rate charges and other additional costs', 'Curious about the offerings and details of the 3BHK project']",['Interested in potentially visiting the project site and having a meeting at the sales office']
Timeline,3c8aa68922c0287de7710ef25a68177k.mp3,"['What are the completion timelines for the new project?', 'What are the sizes and starting prices for the new project launching in August?']","['Understanding the timelines and details of the new project launching in August.', 'Concerns about the payment schedule and milestones for the property purchase.']","['Curiosity about the experiment start timeline after making a down payment.', 'Excitement about the new project launching in August and its features.', 'Confusion about the payment milestones and schedule for the property purchase.']",['Interest in understanding the pre-EMI offer for a home loan.']
Timeline,58c2dbbcf16313e433e277890230179n.mp3,"['When is the project expected to be completed?', 'When can we meet again for this particular project?']","['Uncertainty about the project details and company origins', 'Concern about the progress of the project', 'Concern about the completion timeline of the project', 'Concern about meeting arrangements for discussing the project']","['Anticipation for future meetings and updates on the project', 'Confusion about the construction progress timeline', 'Curiosity about the project and its features']",['Interest in visiting the site and checking the construction progress']
Timeline,4350091c8e9352103dc6f7106d22177l.mp3,"['Is there a pre-booking or pre-launch offer available?', ""Do you understand the project's location?"", 'Are you okay with the timeline for the project?']","[""Understanding the project's location"", 'Availability of project details before RERA approval', 'Timeline for the project completion', 'Pre-booking or pre-launch offer details']","['Anticipation for further details and discussions', 'Concern about project timeline and pre-booking offers', 'Curiosity about project details and location']","['Interested in understanding project location and details', 'Interested in pre-booking offers and timelines']"
Timeline,1682584636.869825.mp3,"['What is the grace schedule for this project?', 'How many blocks of buildings are there in this project?', 'Where exactly is this project located?', 'When is this project expected to be completed?']","['Customer is confused about the construction progress and phases of the project.', 'Customer is seeking information about the completion timeline of the project.', 'Customer seems unsure about the location of the project.']",['There is a sense of uncertainty and confusion from the customer regarding certain aspects of the project details.'],"['The customer is considering the completion timeline and construction progress as part of their preferences.', 'The customer is looking for specific information about the project before making a decision to purchase.']"
Timeline,9c96fcfe9347ad9a5f5e44ef11a317b2.mp3,"['When will the project finish?', 'Are you aware of the project location?']","['Customer is concerned about the project location and details.', 'Customer is interested in knowing about the completion date of the project.']",,"['Customer is interested in the specifics of the project like floor count, apartment sizes, and pricing details.', 'Customer prefers to have clear information about the project completion date and parking facilities.']"
Timeline,d7601ec5e0bc3f5b9a073e60df57179d.mp3,['When will the projection be completed?'],['Concern about the completion date of the project'],['Curiosity about the completion date and project details'],
Timeline,1679725788.3850808.mp3,"['What about the position timelines?', 'When are you planning to be available at the site?']","['Customer concerns about the booking process and payment schedule', 'Customer concerns about the position timelines for the construction project', 'Customer concerns about the location of the project site']",['Customer shows interest in the project details and pricing'],"['Customer prefers detailed discussions on options and bank loan processes during the site visit', 'Customer prefers to visit the site on weekends due to work commitments']"
Timeline,42b21b75e1caa7a50fc7c7c77242179e.mp3,"['Is the construction work in progress or completed?', 'Who are the builders of the project?', 'When is the project scheduled to be handed over, in December 2026?', 'Is this a three-year project?']",['Interest part payment during under-construction phase'],"['There is a hint of negotiation and concern about getting a good deal for the flats.', 'There is a sense of eagerness and curiosity in exploring different options and details about the project.']","['Preference for transparent communication and clear details regarding the project.', 'Interest in exploring different locations and amenities before making a decision.']"
Timeline,7116852fb781885db465a60f0f6c1781.mp3,"['I am looking for a ready-to moving or future also upcoming projects, do you have those?', 'And when is the completion date?', 'Can you tell me about the upcoming projects as well?', 'Where is this project located exactly?']","['Customer is concerned about the location of the project.', 'Customer is concerned about the completion date of the project.']","['The customer appears to be focused on specific details such as pricing, balconies, and completion date.', ""The customer expresses confusion and seeks clarification regarding the project's location and features."", 'The customer shows interest in ready-to-move and upcoming projects.']","['The customer prefers ready-to-move or upcoming projects for consideration.', 'The customer prefers to know about the upcoming projects in addition to the current one being discussed.']"
